Symbol,Price,Type,Strike,Exp Date,DTE,Bid,Midpoint,Ask,Last,Volume,Open Int,Vol/OI,IV,Time
CGC,26.4,Call,30,9/27/2019,22,0.41,0.45,0.5,0.44,583,378,1.54,59.62%,16:08 ET
ADBE,287.75,Call,287.5,9/6/2019,1,1.61,1.68,1.75,1.71,745,485,1.54,26.20%,16:14 ET
TSLA,229.58,Put,225,9/13/2019,8,3.7,3.75,3.8,3.75,833,541,1.54,43.17%,16:13 ET
SWN,1.95,Call,2,9/6/2019,1,0.03,0.04,0.04,0.03,1230,799,1.54,123.98%,16:14 ET
AMD,31.5,Call,31,9/6/2019,1,0.6,0.61,0.61,0.6,9137,5938,1.54,43.01%,16:14 ET
CSCO,48.42,Call,48,9/20/2019,15,1.15,1.16,1.17,1.15,1177,770,1.53,23.12%,16:14 ET
STX,54.1,Call,55,9/20/2019,15,1.03,1.06,1.09,1.04,1614,1056,1.53,32.35%,16:05 ET
ROKU,166.93,Put,152.5,9/6/2019,1,0.05,0.07,0.08,0.07,2719,1779,1.53,88.28%,16:14 ET
V,184.73,Call,187.5,9/20/2019,15,1.52,1.58,1.63,1.57,2836,1854,1.53,17.78%,16:13 ET
SLB,34.06,Call,34,9/6/2019,1,0.32,0.33,0.34,0.33,1888,1243,1.52,41.94%,16:14 ET
C,66.34,Call,67.5,9/13/2019,8,0.43,0.44,0.45,0.56,2410,1581,1.52,26.00%,15:30 ET
LOW,114.21,Call,140,1/17/2020,134,0.5,0.53,0.57,0.54,515,342,1.51,22.14%,14:35 ET
ZM,92.69,Call,92,9/6/2019,1,5.1,5.25,5.4,5.33,555,368,1.51,258.19%,16:14 ET
CLDR,8.28,Call,10,10/18/2019,43,0.1,0.15,0.2,0.15,617,409,1.51,55.51%,15:57 ET
T,35.89,Put,36,9/6/2019,1,0.18,0.2,0.21,0.2,1814,1199,1.51,18.57%,16:11 ET
BBBY,10.13,Call,11,1/17/2020,134,1.27,1.33,1.38,1.34,2576,1709,1.51,67.51%,16:13 ET
MSFT,140.05,Call,136,10/4/2019,29,6,6.05,6.1,6.01,594,397,1.5,22.33%,16:15 ET
TTM,8.38,Call,9,10/4/2019,29,0.2,0.25,0.3,0.25,751,501,1.5,50.75%,15:05 ET
NIO,2.95,Put,3,10/18/2019,43,0.36,0.4,0.43,0.4,837,559,1.5,93.37%,14:31 ET
TSLA,229.58,Put,222.5,9/20/2019,15,5,5.08,5.15,5.1,1281,855,1.5,45.05%,15:57 ET
BIDU,104.12,Call,105,9/6/2019,1,0.32,0.34,0.36,0.32,1558,1042,1.5,30.60%,16:13 ET
CGC,26.4,Call,24.5,9/6/2019,1,1.78,1.9,2.03,1.93,1644,1094,1.5,89.93%,16:14 ET
TSLA,229.58,Put,230,9/6/2019,1,2.26,2.34,2.41,2.35,2694,1801,1.5,44.61%,16:14 ET
PANW,212.05,Call,215,9/6/2019,1,0.62,0.78,0.93,0.7,2743,1829,1.5,40.38%,16:14 ET
UTX,133.03,Put,125,10/18/2019,43,1.2,1.34,1.47,1.5,502,336,1.49,25.46%,15:33 ET
MA,292.08,Put,285,11/15/2019,71,9.2,9.33,9.45,9.8,637,428,1.49,26.69%,13:13 ET
WDAY,175.9,Put,177.5,9/6/2019,1,2.25,2.3,2.35,2.25,918,616,1.49,35.33%,16:14 ET
SQ,63.02,Call,62.5,9/6/2019,1,0.82,0.85,0.88,0.87,1198,804,1.49,43.53%,16:08 ET
SBUX,95.56,Call,96.5,9/6/2019,1,0.12,0.14,0.15,0.13,2324,1559,1.49,22.52%,16:14 ET
CIEN,39.62,Put,36,9/6/2019,1,0.02,0.03,0.04,0.02,1498,1015,1.48,95.57%,16:14 ET
CGC,26.4,Call,26,9/6/2019,1,0.6,0.64,0.68,0.59,2552,1720,1.48,64.64%,16:14 ET
TLRY,32.08,Call,33,9/6/2019,1,0.48,0.5,0.52,0.5,686,467,1.47,130.18%,16:13 ET
NKE,88.42,Put,80,9/13/2019,8,0.01,0.03,0.05,0.03,987,670,1.47,33.03%,11:39 ET
DIS,138.84,Call,139,9/13/2019,8,1.34,1.37,1.39,1.4,1088,738,1.47,17.65%,16:14 ET
BABA,178.94,Put,177.5,9/20/2019,15,3.3,3.35,3.4,3.4,1088,741,1.47,28.79%,16:12 ET
CIEN,39.62,Put,38,9/6/2019,1,0.07,0.1,0.12,0.09,1547,1050,1.47,70.02%,16:14 ET
FIT,3.3,Call,3.5,9/13/2019,8,0.04,0.05,0.05,0.04,2193,1488,1.47,56.04%,16:14 ET
SQ,63.02,Call,63,9/6/2019,1,0.52,0.54,0.55,0.52,3299,2245,1.47,38.62%,16:14 ET
LULU,188.41,Call,205,9/20/2019,15,3.7,3.83,3.95,3.88,637,437,1.46,63.10%,16:14 ET
SQ,63.02,Put,60,6/19/2020,288,7.05,7.13,7.2,7.1,1309,896,1.46,41.65%,15:19 ET
MU,49.03,Call,49.5,9/13/2019,8,0.88,0.89,0.9,0.89,1456,998,1.46,37.80%,16:12 ET
KSS,48.25,Call,50,9/20/2019,15,0.4,0.45,0.5,0.48,1817,1245,1.46,28.60%,16:05 ET
GWRE,95.41,Put,90,9/20/2019,15,2.45,2.83,3.2,3,2541,1742,1.46,70.76%,16:14 ET
LULU,188.41,Call,190,9/6/2019,1,8.05,8.18,8.3,8.1,2613,1786,1.46,224.57%,16:14 ET
CGC,26.4,Call,26,9/13/2019,8,1.03,1.06,1.09,1.02,1735,1199,1.45,51.55%,16:14 ET
FB,190.9,Call,187.5,9/13/2019,8,4.85,4.9,4.95,4.95,1954,1348,1.45,25.77%,16:15 ET
MSFT,140.05,Call,145,11/15/2019,71,3.7,3.8,3.9,3.8,2523,1744,1.45,22.87%,16:14 ET
SEDG,78.6,Call,80,9/20/2019,15,2.4,2.53,2.65,2.61,523,364,1.44,50.45%,16:12 ET
XRX,29.85,Put,27,1/15/2021,498,3,3.2,3.4,3.05,646,449,1.44,35.71%,16:10 ET
NFLX,293.25,Put,275,9/13/2019,8,0.89,0.94,0.99,0.91,731,509,1.44,37.04%,16:11 ET
SNAP,15.87,Call,17.5,10/4/2019,29,0.26,0.29,0.31,0.29,1163,809,1.44,46.21%,16:14 ET
AMAT,50.35,Call,57.5,1/17/2020,134,1.29,1.38,1.46,1.45,2105,1458,1.44,30.34%,16:10 ET
ONCE,100.86,Call,110,12/20/2019,106,2.5,2.75,3,3.1,2933,2038,1.44,28.71%,16:04 ET
CSCO,48.42,Put,45.5,9/27/2019,22,0.26,0.29,0.31,0.28,501,350,1.43,26.97%,14:58 ET
NTES,271.06,Call,275,9/6/2019,1,0.65,0.75,0.85,0.8,687,479,1.43,39.21%,16:09 ET
JNJ,128.58,Put,129,9/6/2019,1,0.69,0.76,0.84,0.76,712,498,1.43,19.64%,16:07 ET
PYPL,111.46,Call,112,9/13/2019,8,1.19,1.23,1.26,1.17,514,361,1.42,21.24%,16:10 ET
AEO,16.28,Call,16,9/13/2019,8,0.5,0.58,0.65,0.6,579,409,1.42,46.35%,15:43 ET
VZ,58.59,Call,60,9/13/2019,8,0.07,0.08,0.08,0.06,612,430,1.42,12.85%,14:55 ET
MA,292.08,Put,285,9/6/2019,1,0.08,0.13,0.17,0.18,748,525,1.42,33.30%,15:39 ET
UBER,32.51,Call,32.5,9/13/2019,8,0.75,0.78,0.8,0.87,797,561,1.42,44.69%,15:54 ET
ULTA,236.71,Put,230,9/6/2019,1,0.1,0.22,0.35,0.15,798,561,1.42,37.84%,16:14 ET
AMD,31.5,Put,27.5,9/13/2019,8,0.04,0.06,0.07,0.06,1150,811,1.42,57.89%,15:46 ET
AAPL,213.28,Put,215,9/13/2019,8,3.6,3.73,3.85,3.9,1254,881,1.42,23.88%,16:14 ET
FCX,9.53,Call,10,9/6/2019,1,0.01,0.02,0.02,0.01,1359,959,1.42,62.47%,16:14 ET
BIDU,104.12,Put,90,3/20/2020,197,4.5,4.7,4.9,4.65,1460,1025,1.42,37.39%,14:00 ET
Downloaded from Barchart.com as of 09-05-2019 05:19pm CDT,,,,,,,,,,,,,,
