Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
TGT,110,Put,110.00,10/18/19,42,3.30,3.35,3.40,3.50,715,568,1.26,24.29%,"15:09 ET"
TPR,23.65,Call,25.00,01/17/20,133,1.80,1.85,1.90,1.80,790,627,1.26,40.13%,"14:32 ET"
ROKU,170.02,Call,190.00,09/13/19,7,0.64,0.66,0.67,0.66,1019,808,1.26,61.34%,"15:57 ET"
M,15.45,Call,15.50,09/13/19,7,0.22,0.23,0.23,0.23,1290,1024,1.26,31.61%,"15:50 ET"
BIDU,102.99,Call,104.00,09/06/19,0,0.00,0.01,0.01,0.01,681,546,1.25,0.00%,"15:03 ET"
T,36.28,Call,36.00,09/06/19,0,0.23,0.24,0.25,0.25,4238,3391,1.25,0.00%,"15:59 ET"
CVS,62.26,Call,62.50,09/13/19,7,0.57,0.59,0.60,0.59,509,411,1.24,21.53%,"15:51 ET"
LULU,202.72,Call,190.00,09/13/19,7,13.05,13.2,13.35,13.23,815,657,1.24,33.12%,"15:45 ET"
LYFT,44.97,Call,46.00,09/06/19,0,0.00,0.03,0.05,0.05,948,762,1.24,0.00%,"15:21 ET"
BCS,6.88,Put,7.00,01/15/21,497,1.10,1.25,1.40,1.15,1001,808,1.24,37.67%,"13:00 ET"
BA,362.9,Put,350.00,09/13/19,7,1.17,1.19,1.22,1.20,1291,1040,1.24,27.24%,"15:58 ET"
LBTYA,27.41,Put,30.00,09/20/19,14,2.45,2.7,2.95,2.76,39213,31655,1.24,42.21%,"15:49 ET"
"Downloaded from Barchart.com as of 09-06-2019 03:08pm CDT"
